Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
124,Cássio,br BRA,GK,Cruzeiro,38-137,1987,26.3,424,568,74.6,11790,7418,59,59,100.0,212,215,98.6,150,289,51.9,0,0.0,0.0,0.0,1,8,0,0,0,Matches
125,Iury de Castilho,br BRA,FW,Mirassol,30-045,1995,5.5,69,87,79.3,1034,256,38,41,92.7,21,27,77.8,5,7,71.4,0,0.2,0.2,-0.2,3,5,3,0,14,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
126,Caue,br BRA,DF,RB Bragantino,18-312,2006,0.5,27,29,93.1,517,121,12,12,100.0,12,14,85.7,3,3,100.0,1,0.1,0.0,+0.9,1,1,1,1,4,Matches
127,Murilo Cerqueira,br BRA,DF,Palmeiras,28-208,1997,11.9,544,622,87.5,11290,4246,148,170,87.1,317,337,94.1,74,98,75.5,1,0.5,0.7,+0.5,3,54,2,2,44,Matches
128,Julio Cesar,br BRA,DF,Fluminense,18-349,2006,2.0,81,103,78.6,1145,420,49,52,94.2,27,37,73.0,2,5,40.0,1,0.2,0.1,+0.8,4,3,2,2,3,Matches
129,Kayky Chagas,br BRA,"FW,MF",Bahia,22-132,2003,8.9,281,347,81.0,4013,803,174,204,85.3,85,99,85.9,16,20,80.0,2,1.4,1.9,+0.6,14,17,14,1,29,Matches
130,Gabriel Chapecó,br BRA,GK,Grêmio,25-206,2000,5.0,89,136,65.4,2737,1959,16,16,100.0,37,37,100.0,35,82,42.7,0,0.0,0.0,0.0,1,1,0,0,0,Matches
131,Chico,br BRA,"MF,FW",Mirassol,34-157,1991,3.1,87,113,77.0,1190,387,61,71,85.9,18,26,69.2,5,10,50.0,0,0.1,0.4,-0.1,3,10,7,1,14,Matches
132,Chico,br BRA,DF,Sport Recife,27-037,1998,11.8,461,559,82.5,8487,3140,181,200,90.5,238,273,87.2,38,70,54.3,0,0.2,0.2,-0.2,3,45,1,0,42,Matches
133,Christian,br BRA,FW,Cruzeiro,24-306,2000,19.9,328,445,73.7,4393,1210,196,236,83.1,98,127,77.2,11,26,42.3,2,3.2,0.7,-1.2,17,24,8,0,43,Matches
134,Cipriano,br BRA,DF,Juventude,22-347,2002,2.1,51,67,76.1,1029,241,16,20,80.0,28,33,84.8,7,14,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
135,Claudinho,br BRA,DF,Vitória,25-027,2000,10.0,391,521,75.0,7115,2732,157,185,84.9,186,233,79.8,41,82,50.0,0,1.2,1.5,-1.2,10,48,14,9,45,Matches
136,Clayson,br BRA,FW,Mirassol,30-216,1995,2.8,72,104,69.2,1194,407,42,50,84.0,18,23,78.3,9,20,45.0,1,0.4,0.9,+0.6,6,7,1,1,8,Matches
137,Clayton,br BRA,DF,Internacional,25-200,2000,6.6,300,339,88.5,5595,1543,91,96,94.8,182,195,93.3,22,39,56.4,0,0.0,0.1,0.0,0,22,0,0,14,Matches
138,Cleiton,br BRA,DF,Flamengo,22-179,2003,0.9,42,47,89.4,708,202,21,23,91.3,17,19,89.5,2,3,66.7,0,0.0,0.0,0.0,0,3,0,0,1,Matches
139,Mateus Cocão,br BRA,MF,Vasco da Gama,23-217,2002,5.4,364,394,92.4,5952,1876,158,171,92.4,178,185,96.2,17,20,85.0,0,0.0,0.1,0.0,1,33,0,0,33,Matches
140,Igor Coronado,br BRA,MF,Corinthians,33-064,1992,3.8,197,255,77.3,3591,829,97,107,90.7,70,91,76.9,26,40,65.0,0,0.2,0.7,-0.2,4,21,8,2,33,Matches
141,Joaquín Correa,ar ARG,MF,Botafogo (RJ),31-069,1994,6.2,229,285,80.4,3516,837,122,139,87.8,86,100,86.0,14,25,56.0,0,0.6,0.8,-0.6,13,23,12,1,32,Matches
142,Francisco da Costa,br BRA,FW,Mirassol,30-169,1995,9.2,107,156,68.6,1305,215,66,90,73.3,29,38,76.3,3,4,75.0,0,0.3,0.8,-0.3,4,3,1,0,8,Matches
143,Philippe Coutinho,br BRA,MF,Vasco da Gama,33-131,1992,20.1,977,1172,83.4,16048,5377,505,543,93.0,362,413,87.7,84,160,52.5,3,3.2,3.5,-0.2,44,139,22,5,131,Matches
144,Lucas Crispim,br BRA,MF,Fortaleza,31-124,1994,2.4,85,106,80.2,1221,351,49,54,90.7,23,28,82.1,6,15,40.0,0,0.3,0.3,-0.3,7,10,5,1,14,Matches
145,Franco Cristaldo,ar ARG,"MF,FW",Grêmio,29-067,1996,10.2,305,412,74.0,5303,1665,158,181,87.3,103,132,78.0,36,74,48.6,2,1.7,2.1,+0.3,25,46,11,2,46,Matches
146,Gustavo Cuellar,co COL,MF,Grêmio,33-007,1992,6.3,292,330,88.5,4959,1411,137,149,91.9,130,138,94.2,20,31,64.5,0,0.1,0.2,-0.1,2,33,1,1,27,Matches
147,Tomás Cuello,ar ARG,"FW,MF",Atlético Mineiro,25-230,2000,13.2,376,476,79.0,6135,1812,199,225,88.4,142,160,88.8,28,51,54.9,1,1.0,2.3,0.0,24,32,28,6,68,Matches
148,Carlos Cuesta,co COL,DF,Vasco da Gama,26-226,1999,5.3,191,222,86.0,2975,956,92,98,93.9,86,93,92.5,8,21,38.1,0,0.0,0.0,0.0,0,12,0,0,8,Matches
149,Cuiabano,br BRA,"DF,MF",Botafogo (RJ),22-247,2003,12.2,366,496,73.8,6008,2189,196,228,86.0,128,162,79.0,33,71,46.5,2,2.4,1.9,-0.4,20,26,18,8,33,Matches
150,Jair Cunha,br BRA,DF,Botafogo (RJ),20-228,2005,11.0,541,620,87.3,10150,3475,197,215,91.6,282,302,93.4,52,85,61.2,1,0.2,0.4,+0.8,3,23,3,1,31,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
151,Lucas Cunha,br BRA,DF,Sport Recife,28-271,1997,4.8,198,231,85.7,4006,1500,57,61,93.4,116,125,92.8,22,38,57.9,0,0.0,0.0,0.0,0,17,0,0,16,Matches
152,Danielzinho,br BRA,MF,Mirassol,30-351,1994,27.7,1423,1688,84.3,22087,6503,737,800,92.1,534,604,88.4,93,173,53.8,2,2.9,3.0,-0.9,43,171,25,5,178,Matches
153,Danilo,br BRA,DF,Flamengo,34-098,1991,8.2,652,703,92.7,12931,4807,208,215,96.7,373,389,95.9,69,95,72.6,0,0.2,0.2,-0.2,1,82,4,0,65,Matches
154,Danilo,br BRA,"MF,FW",Botafogo (RJ),24-175,2001,4.2,210,247,85.0,4020,1322,82,91,90.1,91,102,89.2,30,43,69.8,0,0.3,0.6,-0.3,5,26,4,0,27,Matches
155,David,br BRA,FW,Vasco da Gama,30-004,1995,6.6,153,198,77.3,1917,453,95,109,87.2,39,54,72.2,5,10,50.0,3,1.2,0.9,+1.8,13,8,6,0,16,Matches
156,Matheus Davó,br BRA,"FW,MF",Mirassol,26-066,1999,0.4,3,8,37.5,42,5,2,4,50.0,1,2,50.0,0,0,,1,0.2,0.1,+0.8,2,0,0,0,0,Matches
157,Giorgian De Arrascaeta,uy URU,"MF,FW",Flamengo,31-142,1994,21.0,788,1040,75.8,11989,3086,441,499,88.4,272,343,79.3,50,134,37.3,12,5.9,6.5,+6.1,53,78,33,6,115,Matches
158,Nicolás De La Cruz,uy URU,MF,Flamengo,28-142,1997,9.3,634,730,86.8,10684,3017,309,332,93.1,266,287,92.7,48,80,60.0,0,0.7,1.5,-0.7,12,67,16,2,74,Matches
159,Gabriel Delfim,br BRA,GK,Atlético Mineiro,23-103,2002,2.0,49,67,73.1,1114,776,16,16,100.0,22,23,95.7,11,28,39.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
160,Deyverson,br BRA,FW,Fortaleza,34-166,1991,10.7,151,264,57.2,2369,531,77,121,63.6,56,99,56.6,12,19,63.2,0,0.4,0.3,-0.4,9,18,5,1,26,Matches
161,Enzo Díaz,ar ARG,DF,São Paulo,29-318,1995,17.9,756,983,76.9,12245,4512,380,427,89.0,300,374,80.2,55,124,44.4,5,5.0,4.1,0.0,35,79,18,13,93,Matches
162,Lautaro Díaz,ar ARG,"FW,MF",Cruzeiro,27-153,1998,0.9,14,21,66.7,176,24,10,13,76.9,4,8,50.0,0,0,,0,0.1,0.0,-0.1,2,1,0,0,0,Matches
163,Lautaro Díaz,ar ARG,FW,Santos,27-153,1998,6.4,59,94,62.8,781,140,35,47,74.5,22,30,73.3,1,4,25.0,1,1.4,1.1,-0.4,7,1,3,0,5,Matches
164,Dieguinho,br BRA,MF,Ceará,29-355,1995,23.9,694,818,84.8,12950,3543,272,309,88.0,330,364,90.7,83,107,77.6,2,1.5,1.8,+0.5,18,81,11,3,84,Matches
165,Dieguinho,br BRA,"FW,MF",Corinthians,18-097,2007,1.6,48,63,76.2,796,143,19,23,82.6,22,29,75.9,5,7,71.4,0,0.1,0.1,-0.1,2,3,4,2,5,Matches
166,Diogenes,br BRA,GK,Santos,24-288,2001,0.3,7,14,50.0,341,297,0,0,,3,3,100.0,4,11,36.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
167,Dodi,br BRA,MF,Grêmio,29-187,1996,19.6,519,591,87.8,8201,2426,254,280,90.7,226,246,91.9,26,36,72.2,0,0.2,0.3,-0.2,4,47,4,0,45,Matches
168,Fabricio Domínguez,uy URU,MF,Sport Recife,27-119,1998,1.1,24,39,61.5,367,114,15,22,68.2,8,8,100.0,1,3,33.3,0,0.1,0.1,-0.1,1,3,1,0,5,Matches
169,Matheus Donelli,br BRA,GK,Corinthians,23-157,2002,5.0,110,133,82.7,2644,1671,22,22,100.0,62,63,98.4,24,45,53.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches
170,Mailton dos Santos,br BRA,DF,São Paulo,27-143,1998,2.6,102,147,69.4,1848,427,38,45,84.4,54,69,78.3,8,24,33.3,0,0.2,0.5,-0.2,5,4,3,1,7,Matches
171,Thiago dos Santos,br BRA,MF,Fluminense,36-046,1989,2.2,73,91,80.2,1223,309,38,44,86.4,28,34,82.4,6,8,75.0,0,0.0,0.0,0.0,1,10,0,0,7,Matches
172,Alexis Duarte,py PAR,DF,Santos,25-223,2000,3.0,137,152,90.1,2765,1055,46,47,97.9,73,78,93.6,17,25,68.0,0,0.0,0.0,0.0,0,10,1,0,8,Matches
173,David Duarte,br BRA,DF,Bahia,30-270,1995,19.9,953,1086,87.8,16970,6472,365,384,95.1,531,568,93.5,49,113,43.4,0,0.4,0.7,-0.4,3,64,3,0,62,Matches
174,Dudu,br BRA,"FW,MF",Cruzeiro,33-287,1992,2.4,38,54,70.4,473,128,27,36,75.0,7,11,63.6,1,2,50.0,0,0.0,0.1,0.0,1,3,4,0,6,Matches
175,Dudu,br BRA,MF,Vitória,26-138,1999,1.2,52,63,82.5,826,315,30,32,93.8,16,19,84.2,4,6,66.7,0,0.0,0.1,0.0,1,5,2,0,16,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
176,Dudu,br BRA,"MF,FW",Atlético Mineiro,33-287,1992,4.0,92,127,72.4,1483,459,50,60,83.3,26,36,72.2,10,17,58.8,0,1.0,0.6,-1.0,13,4,9,1,12,Matches
177,Edenílson,br BRA,MF,Grêmio,35-307,1989,14.5,358,453,79.0,5363,1570,210,237,88.6,116,132,87.9,20,49,40.8,1,1.3,0.8,-0.3,20,40,6,1,43,Matches
178,Eder,br BRA,DF,Ceará,30-199,1995,2.0,82,94,87.2,1699,567,21,22,95.5,51,55,92.7,10,17,58.8,0,0.1,0.2,-0.1,1,0,0,0,3,Matches
179,EDU,br BRA,DF,Vitória,25-127,2000,8.6,220,296,74.3,4882,2040,43,53,81.1,138,161,85.7,38,78,48.7,0,0.4,0.2,-0.4,6,20,1,1,16,Matches
180,Carlos Eduardo,br BRA,"MF,FW",Cruzeiro,36-004,1989,7.6,240,294,81.6,3922,1080,122,140,87.1,96,111,86.5,17,27,63.0,0,0.4,0.2,-0.4,6,29,3,0,24,Matches
181,Carlos Eduardo,br BRA,FW,Mirassol,29-011,1996,5.1,79,118,66.9,1292,327,36,43,83.7,31,44,70.5,7,15,46.7,4,2.0,1.8,+2.0,9,3,9,6,11,Matches
182,Carlos Eduardo,br BRA,"FW,DF",Vitória,29-011,1996,0.5,1,8,12.5,9,0,1,2,50.0,0,1,0.0,0,4,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
183,Alysson Edward,br BRA,"FW,MF",Grêmio,19-169,2006,13.8,242,346,69.9,3775,673,124,158,78.5,86,111,77.5,19,34,55.9,1,1.1,1.0,-0.1,7,13,9,4,23,Matches
184,Rodrigo Ely,br BRA,DF,Grêmio,31-352,1993,0.4,9,14,64.3,221,81,1,2,50.0,6,7,85.7,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
185,Emerson,br BRA,DF,Flamengo,26-280,1999,7.9,326,389,83.8,4821,1416,178,190,93.7,127,154,82.5,10,17,58.8,0,0.5,0.8,-0.5,9,20,9,3,29,Matches
186,Leandro Emmanuel Martínez,ar ARG,MF,Fortaleza,31-139,1994,8.2,373,423,88.2,5897,1654,183,199,92.0,159,175,90.9,20,30,66.7,1,0.6,0.5,+0.4,8,32,6,4,37,Matches
187,Ênio,br BRA,"MF,FW",Juventude,24-232,2001,10.8,223,291,76.6,3649,820,122,139,87.8,78,94,83.0,20,34,58.8,0,0.9,0.8,-0.9,14,13,13,1,35,Matches
188,Erick,br BRA,"MF,DF",Bahia,27-341,1997,4.6,137,160,85.6,1974,605,78,85,91.8,47,54,87.0,6,9,66.7,0,0.0,0.1,0.0,0,10,2,0,15,Matches
189,Erick,br BRA,"FW,MF",Vitória,27-315,1997,14.8,300,431,69.6,5575,1861,141,173,81.5,115,161,71.4,40,74,54.1,4,2.4,2.1,+1.6,27,42,25,7,63,Matches
190,Gonzalo Escobar,ar ARG,DF,Santos,28-219,1997,20.3,835,1032,80.9,13197,4840,439,475,92.4,313,376,83.2,58,108,53.7,0,1.0,1.3,-1.0,16,57,17,11,83,Matches
191,Lucas Esteves,br BRA,DF,Grêmio,25-119,2000,6.7,260,328,79.3,4225,1511,135,157,86.0,100,122,82.0,16,33,48.5,0,0.2,0.4,-0.2,7,23,6,5,23,Matches
192,Lucas Evangelista,br BRA,MF,Palmeiras,30-168,1995,11.6,460,537,85.7,7861,1947,217,243,89.3,175,200,87.5,50,63,79.4,1,0.6,0.5,+0.4,9,52,5,4,57,Matches
193,Éverson,br BRA,GK,Atlético Mineiro,35-091,1990,26.0,692,948,73.0,19253,14761,115,115,100.0,336,344,97.7,236,478,49.4,0,0.2,0.0,-0.2,3,12,0,0,1,Matches
194,Evertton,br BRA,MF,Flamengo,22-235,2003,8.0,353,388,91.0,5514,1215,176,189,93.1,148,159,93.1,14,17,82.4,0,0.0,0.3,0.0,1,43,2,0,34,Matches
195,Ewerton,br BRA,DF,Juventude,24-345,2000,11.5,426,559,76.2,7945,2674,169,194,87.1,204,257,79.4,46,86,53.5,0,0.5,0.6,-0.5,8,32,9,4,39,Matches
196,Fabinho,br BRA,MF,RB Bragantino,23-195,2002,9.2,408,490,83.3,7313,2118,185,214,86.4,178,199,89.4,40,61,65.6,1,0.5,0.4,+0.5,10,49,4,0,63,Matches
197,Fábio,br BRA,GK,Fluminense,45-021,1980,28.0,482,625,77.1,10476,6778,133,133,100.0,200,203,98.5,107,244,43.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
198,Fabrício,br BRA,"FW,MF",Mirassol,28-212,1997,3.3,76,105,72.4,1090,368,46,53,86.8,20,29,69.0,6,10,60.0,0,0.1,0.5,-0.1,2,11,6,0,15,Matches
199,Fabrício,br BRA,"FW,MF",Vitória,25-013,2000,4.1,35,81,43.2,637,232,14,24,58.3,13,28,46.4,5,14,35.7,1,1.4,1.2,-0.4,6,1,6,5,5,Matches
200,Fagner,br BRA,DF,Cruzeiro,36-132,1989,8.2,269,388,69.3,4515,2203,137,162,84.6,103,139,74.1,27,69,39.1,0,0.4,1.0,-0.4,9,21,11,6,36,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
201,Luis Felipe,br BRA,MF,Palmeiras,17-261,2008,0.1,9,10,90.0,151,28,3,3,100.0,6,6,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
202,Marcos Felipe,br BRA,GK,Bahia,29-191,1996,10.8,347,429,80.9,7943,5107,90,90,100.0,168,169,99.4,73,153,47.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
203,Lucas Fernandes,br BRA,MF,Juventude,28-031,1997,3.9,125,144,86.8,2109,526,73,80,91.3,39,42,92.9,12,15,80.0,0,0.4,0.4,-0.4,7,17,8,3,14,Matches
204,Matheus Fernandes,br BRA,MF,RB Bragantino,27-113,1998,5.6,199,244,81.6,3325,950,98,118,83.1,81,93,87.1,16,25,64.0,0,0.2,0.4,-0.2,4,24,1,1,36,Matches
205,Nathan Fernandes,br BRA,"FW,MF",Botafogo (RJ),20-247,2005,3.7,97,122,79.5,1434,274,51,60,85.0,34,40,85.0,5,9,55.6,2,0.7,0.7,+1.3,3,4,4,0,10,Matches
206,Fernandinho,br BRA,FW,Ceará,28-094,1997,5.3,73,115,63.5,1128,231,40,54,74.1,25,35,71.4,5,12,41.7,1,0.2,0.4,+0.8,2,6,6,1,14,Matches
207,Fernando,br BRA,"MF,DF",Internacional,38-088,1987,4.6,255,284,89.8,4583,1349,112,123,91.1,116,127,91.3,22,26,84.6,0,0.1,0.4,-0.1,2,22,2,0,20,Matches
208,Fernando,br BRA,"FW,MF",RB Bragantino,26-234,1999,2.3,28,40,70.0,402,68,19,22,86.4,9,12,75.0,0,2,0.0,0,0.0,0.0,0.0,1,1,0,0,3,Matches
209,Nahuel Ferraresi,ve VEN,DF,São Paulo,26-336,1998,16.6,797,944,84.4,13838,5594,355,383,92.7,357,405,88.1,70,123,56.9,3,2.3,1.2,+0.7,15,99,10,3,89,Matches
210,Ferreira,br BRA,FW,São Paulo,27-294,1997,12.2,322,416,77.4,4656,1322,196,227,86.3,91,116,78.4,20,36,55.6,2,1.8,2.0,+0.2,17,22,26,5,54,Matches
211,Bruno Ferreira,br BRA,GK,Ceará,31-219,1994,20.7,367,585,62.7,11616,9092,53,54,98.1,165,168,98.2,148,358,41.3,0,0.0,0.0,0.0,0,10,0,0,0,Matches
212,Lucas Ferreira,br BRA,FW,São Paulo,19-176,2006,8.5,137,194,70.6,1922,591,76,92,82.6,50,61,82.0,5,20,25.0,0,0.6,0.5,-0.6,12,6,8,3,17,Matches
213,Luiz Filipe,br BRA,FW,Mirassol,24-146,2001,0.2,7,10,70.0,66,11,5,6,83.3,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
214,André Filipinho,br BRA,DF,Juventude,28-281,1997,3.4,121,163,74.2,2345,1114,53,59,89.8,44,52,84.6,22,45,48.9,0,0.1,0.1,-0.1,3,20,4,1,19,Matches
215,Riquelme Fillipi,br BRA,FW,Palmeiras,19-036,2006,0.1,2,2,100.0,32,16,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
216,Caíque França,br BRA,GK,Sport Recife,30-140,1995,12.0,250,324,77.2,6968,5054,22,23,95.7,140,143,97.9,84,151,55.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches
217,Matheus França,br BRA,"MF,FW",Vasco da Gama,21-203,2004,1.3,51,67,76.1,828,214,25,29,86.2,20,26,76.9,4,8,50.0,0,0.1,0.2,-0.1,2,4,3,1,7,Matches
218,Ryan Francisco,br BRA,"FW,MF",São Paulo,18-334,2006,2.3,19,29,65.5,290,56,10,13,76.9,7,8,87.5,1,3,33.3,0,0.2,0.2,-0.2,3,0,2,0,2,Matches
219,Alan Franco,ec ECU,MF,Atlético Mineiro,27-061,1998,21.2,900,993,90.6,13973,4081,443,469,94.5,383,414,92.5,39,50,78.0,0,0.2,0.4,-0.2,10,69,2,0,64,Matches
220,Alan Franco,ar ARG,DF,São Paulo,29-010,1996,19.2,966,1091,88.5,17957,7311,361,388,93.0,512,551,92.9,86,133,64.7,0,0.4,0.7,-0.4,5,35,1,0,49,Matches
221,Luan Freitas,br BRA,DF,Juventude,24-274,2001,5.5,212,230,92.2,4405,1230,49,49,100.0,138,143,96.5,25,35,71.4,0,0.2,0.1,-0.2,2,14,0,0,15,Matches
222,Lucas Freitas,br BRA,DF,Vasco da Gama,24-274,2001,16.0,1018,1102,92.4,17614,6289,434,445,97.5,483,506,95.5,79,118,66.9,0,0.0,0.2,0.0,1,64,2,0,65,Matches
223,Marlon Freitas,br BRA,MF,Botafogo (RJ),30-208,1995,23.5,1445,1610,89.8,28896,7360,508,539,94.2,716,762,94.0,203,261,77.8,4,2.3,2.9,+1.7,25,172,28,2,177,Matches
224,Riquelme Freitas,br BRA,"FW,MF",Grêmio,19-069,2006,4.3,150,177,84.7,2174,630,87,98,88.8,51,54,94.4,6,16,37.5,0,0.8,0.6,-0.8,5,14,4,1,14,Matches
225,Juan Freytes,ar ARG,DF,Fluminense,25-283,2000,24.0,1452,1685,86.2,29613,12009,459,491,93.5,796,848,93.9,189,307,61.6,0,0.1,0.6,-0.1,4,103,6,1,90,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
226,Adonis Frías,ar ARG,DF,Santos,27-218,1998,4.4,173,196,88.3,3214,1331,56,61,91.8,91,101,90.1,18,24,75.0,0,0.0,0.0,0.0,0,22,1,0,24,Matches
227,Bruno Fuchs,br BRA,DF,Palmeiras,26-203,1999,12.1,574,649,88.4,12666,4530,148,164,90.2,311,335,92.8,110,140,78.6,0,0.7,0.3,-0.7,6,79,5,0,74,Matches
228,Gabriel Fuentes,co COL,DF,Fluminense,28-254,1997,8.2,410,493,83.2,6330,2233,214,228,93.9,152,180,84.4,29,56,51.8,0,0.5,0.9,-0.5,11,31,16,5,45,Matches
229,Daniel Fuzato,br BRA,GK,Vasco da Gama,28-109,1997,1.0,41,52,78.8,961,636,8,9,88.9,17,17,100.0,12,22,54.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
230,Gabriel,br BRA,DF,Bahia,24-168,2001,8.5,400,451,88.7,7910,2348,111,121,91.7,246,261,94.3,38,59,64.4,0,0.1,0.1,-0.1,1,14,1,0,11,Matches
231,Gabriel,br BRA,"MF,FW",Mirassol,35-288,1990,13.9,451,543,83.1,7178,1540,236,261,90.4,154,179,86.0,45,70,64.3,1,1.8,1.3,-0.8,18,34,12,2,48,Matches
232,Gabriel,br BRA,GK,Vitória,33-024,1992,1.0,25,34,73.5,567,248,4,4,100.0,17,17,100.0,4,13,30.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches
233,Gabriel,br BRA,GK,Sport Recife,33-024,1992,16.0,304,457,66.5,8876,6449,51,51,100.0,145,146,99.3,107,257,41.6,0,0.1,0.0,-0.1,1,7,0,0,0,Matches
234,Gabriel,br BRA,MF,RB Bragantino,33-103,1992,21.6,892,1027,86.9,15758,3966,363,410,88.5,431,474,90.9,78,99,78.8,0,0.6,1.1,-0.6,10,75,10,1,77,Matches
235,Victor Gabriel,br BRA,DF,Internacional,21-176,2004,10.8,529,607,87.1,9122,3557,229,241,95.0,240,269,89.2,45,74,60.8,0,0.0,0.1,0.0,2,25,0,0,26,Matches
236,Antonio Galeano,py PAR,FW,Ceará,25-213,2000,25.9,522,698,74.8,7876,1766,292,335,87.2,176,232,75.9,32,66,48.5,3,2.9,1.4,+0.1,22,39,18,9,50,Matches
237,Emerson Galego,br BRA,"FW,MF",Juventude,26-072,1999,0.3,2,3,66.7,10,1,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
238,Mateo Gamarra,py PAR,DF,Cruzeiro,25-001,2000,1.7,58,83,69.9,1085,473,22,24,91.7,29,33,87.9,6,22,27.3,0,0.0,0.0,0.0,0,4,0,0,1,Matches
239,Ganso,br BRA,MF,Fluminense,36-009,1989,6.6,411,470,87.4,5722,1931,257,273,94.1,131,146,89.7,11,26,42.3,0,0.6,1.2,-0.6,7,59,9,1,42,Matches
240,Maurício Garcez,br BRA,"FW,MF",Juventude,28-219,1997,0.7,4,8,50.0,51,12,3,5,60.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
241,Benjamín Garré,ar ARG,"FW,MF",Vasco da Gama,25-102,2000,3.3,130,159,81.8,1813,436,86,96,89.6,36,45,80.0,6,11,54.5,0,0.3,0.4,-0.3,5,14,4,3,18,Matches
242,Rodrigo Garro,ar ARG,MF,Corinthians,27-290,1998,10.2,413,588,70.2,7773,2417,179,215,83.3,168,220,76.4,57,122,46.7,2,2.9,2.8,-0.9,28,58,24,1,73,Matches
243,Lucas Gazal,br BRA,DF,Fortaleza,26-076,1999,3.0,149,172,86.6,2702,793,54,60,90.0,69,75,92.0,16,27,59.3,0,0.0,0.2,0.0,0,11,1,0,13,Matches
244,Gerson,br BRA,"FW,MF",Flamengo,28-154,1997,7.9,386,427,90.4,6470,1722,205,219,93.6,148,156,94.9,31,39,79.5,2,1.6,1.5,+0.4,13,36,17,1,60,Matches
245,Agustín Giay,ar ARG,DF,Palmeiras,21-278,2004,19.4,869,1051,82.7,15125,5306,409,449,91.1,366,438,83.6,85,128,66.4,0,1.2,0.7,-1.2,16,65,9,5,77,Matches
246,Gil,br BRA,DF,Santos,38-131,1987,8.0,257,282,91.1,4673,1790,101,106,95.3,140,144,97.2,14,26,53.8,0,0.0,0.0,0.0,0,14,0,0,7,Matches
247,Gilberto,br BRA,DF,Bahia,32-228,1993,16.7,861,1009,85.3,14319,4220,427,472,90.5,356,403,88.3,64,90,71.1,0,0.8,1.6,-0.8,13,67,12,4,69,Matches
248,Gilberto,br BRA,FW,Juventude,36-138,1989,11.3,110,165,66.7,1551,280,73,88,83.0,29,47,61.7,5,13,38.5,2,0.5,0.6,+1.5,6,10,1,0,11,Matches
249,Giovanny,br BRA,"FW,MF",Juventude,28-032,1997,4.1,105,140,75.0,1606,387,52,63,82.5,41,53,77.4,7,16,43.8,1,1.0,0.1,0.0,2,5,1,0,10,Matches
250,Daniel Giraldo,co COL,MF,Juventude,33-112,1992,7.5,314,361,87.0,5898,1390,123,135,91.1,144,159,90.6,41,49,83.7,0,0.0,0.1,0.0,0,23,1,0,27,Matches
